Cleaned data: 787920 -> 609679 rows. Saved: v2/results/cleaned.csv
Samples -> train: 10331, val: 1295, test: 1357

Train samples (show 5):
  [0] TurbID=1, start_idx=14, hist=(2020-01-01 16:00:00~2020-01-02 15:00:00), pred=(2020-01-02 16:00:00~2020-01-03 15:00:00)
Epoch 7/400 train_mse_scaled=0.031599 val_mae=179.407 val_rmse=242.696 test_mae=229.605 test_rmse=294.919 tf=0.99 lr=0.001
Epoch 8/400 train_mse_scaled=0.031477 val_mae=181.354 val_rmse=243.787 test_mae=215.696 test_rmse=276.178 tf=0.99 lr=0.001
Epoch 9/400 train_mse_scaled=0.030102 val_mae=164.138 val_rmse=223.276 test_mae=203.934 test_rmse=261.751 tf=0.98 lr=0.001
Epoch 10/400 train_mse_scaled=0.029037 val_mae=184.570 val_rmse=247.771 test_mae=214.359 test_rmse=280.989 tf=0.98 lr=0.001
Epoch 11/400 train_mse_scaled=0.028925 val_mae=150.507 val_rmse=205.068 test_mae=185.747 test_rmse=239.989 tf=0.98 lr=0.001
Epoch 12/400 train_mse_scaled=0.028174 val_mae=161.005 val_rmse=221.628 test_mae=186.299 test_rmse=246.889 tf=0.98 lr=0.001
Epoch 13/400 train_mse_scaled=0.027453 val_mae=161.466 val_rmse=220.842 test_mae=188.610 test_rmse=248.095 tf=0.98 lr=0.001
Epoch 14/400 train_mse_scaled=0.026737 val_mae=149.300 val_rmse=206.535 test_mae=181.638 test_rmse=239.356 tf=0.97 lr=0.001
Epoch 15/400 train_mse_scaled=0.025044 val_mae=153.019 val_rmse=213.921 test_mae=178.654 test_rmse=238.898 tf=0.97 lr=0.001
Epoch 16/400 train_mse_scaled=0.024880 val_mae=149.330 val_rmse=209.725 test_mae=180.571 test_rmse=242.269 tf=0.97 lr=0.0005
Epoch 17/400 train_mse_scaled=0.024707 val_mae=138.907 val_rmse=194.111 test_mae=178.477 test_rmse=236.171 tf=0.97 lr=0.0005
Epoch 18/400 train_mse_scaled=0.024897 val_mae=145.703 val_rmse=205.796 test_mae=181.624 test_rmse=244.546 tf=0.97 lr=0.0005
Epoch 19/400 train_mse_scaled=0.024348 val_mae=144.411 val_rmse=203.774 test_mae=174.772 test_rmse=235.417 tf=0.96 lr=0.0005
Epoch 20/400 train_mse_scaled=0.023720 val_mae=134.563 val_rmse=189.357 test_mae=170.459 test_rmse=227.461 tf=0.96 lr=0.0005
Epoch 21/400 train_mse_scaled=0.023875 val_mae=140.510 val_rmse=198.323 test_mae=176.490 test_rmse=235.007 tf=0.96 lr=0.0005
Epoch 22/400 train_mse_scaled=0.024321 val_mae=134.515 val_rmse=192.072 test_mae=172.721 test_rmse=233.883 tf=0.96 lr=0.0005
Epoch 23/400 train_mse_scaled=0.023140 val_mae=128.011 val_rmse=174.165 test_mae=166.280 test_rmse=214.443 tf=0.96 lr=0.0005
Epoch 24/400 train_mse_scaled=0.023584 val_mae=126.541 val_rmse=178.491 test_mae=166.267 test_rmse=222.732 tf=0.95 lr=0.0005
Epoch 25/400 train_mse_scaled=0.023125 val_mae=125.728 val_rmse=175.053 test_mae=158.900 test_rmse=210.820 tf=0.95 lr=0.0005
Epoch 26/400 train_mse_scaled=0.022911 val_mae=128.890 val_rmse=174.645 test_mae=156.031 test_rmse=204.363 tf=0.95 lr=0.0005
Epoch 27/400 train_mse_scaled=0.021802 val_mae=131.030 val_rmse=179.762 test_mae=163.255 test_rmse=214.520 tf=0.95 lr=0.0005
Epoch 28/400 train_mse_scaled=0.023307 val_mae=127.171 val_rmse=171.699 test_mae=159.433 test_rmse=206.403 tf=0.95 lr=0.00025
Epoch 29/400 train_mse_scaled=0.022377 val_mae=127.883 val_rmse=177.093 test_mae=163.198 test_rmse=213.547 tf=0.94 lr=0.00025
Epoch 30/400 train_mse_scaled=0.023058 val_mae=125.931 val_rmse=171.695 test_mae=159.238 test_rmse=206.683 tf=0.94 lr=0.00025
Epoch 31/400 train_mse_scaled=0.022239 val_mae=127.755 val_rmse=173.413 test_mae=160.053 test_rmse=208.408 tf=0.94 lr=0.00025
Epoch 32/400 train_mse_scaled=0.022973 val_mae=125.497 val_rmse=170.823 test_mae=155.507 test_rmse=203.711 tf=0.94 lr=0.00025
Epoch 33/400 train_mse_scaled=0.022697 val_mae=126.790 val_rmse=174.806 test_mae=157.976 test_rmse=208.604 tf=0.94 lr=0.00025
Epoch 34/400 train_mse_scaled=0.022129 val_mae=127.892 val_rmse=175.536 test_mae=155.666 test_rmse=205.014 tf=0.93 lr=0.00025
Epoch 35/400 train_mse_scaled=0.022522 val_mae=126.241 val_rmse=171.899 test_mae=155.217 test_rmse=202.383 tf=0.93 lr=0.00025
Epoch 36/400 train_mse_scaled=0.023032 val_mae=125.999 val_rmse=169.096 test_mae=154.160 test_rmse=199.471 tf=0.93 lr=0.00025
Epoch 37/400 train_mse_scaled=0.021917 val_mae=126.801 val_rmse=171.480 test_mae=154.283 test_rmse=202.496 tf=0.93 lr=0.00025
Epoch 38/400 train_mse_scaled=0.023387 val_mae=125.907 val_rmse=172.548 test_mae=156.317 test_rmse=205.389 tf=0.93 lr=0.00025
Epoch 39/400 train_mse_scaled=0.022377 val_mae=128.767 val_rmse=170.317 test_mae=156.717 test_rmse=200.980 tf=0.92 lr=0.00025
Epoch 40/400 train_mse_scaled=0.022330 val_mae=124.361 val_rmse=167.693 test_mae=157.499 test_rmse=203.686 tf=0.92 lr=0.00025
Epoch 41/400 train_mse_scaled=0.023102 val_mae=125.333 val_rmse=169.739 test_mae=153.984 test_rmse=200.850 tf=0.92 lr=0.00025
Epoch 42/400 train_mse_scaled=0.022551 val_mae=124.387 val_rmse=167.054 test_mae=150.554 test_rmse=195.085 tf=0.92 lr=0.00025
Epoch 43/400 train_mse_scaled=0.022500 val_mae=124.947 val_rmse=170.770 test_mae=153.239 test_rmse=201.534 tf=0.92 lr=0.00025
Epoch 44/400 train_mse_scaled=0.022651 val_mae=124.487 val_rmse=166.855 test_mae=151.262 test_rmse=197.542 tf=0.91 lr=0.00025
Epoch 45/400 train_mse_scaled=0.022751 val_mae=125.974 val_rmse=172.641 test_mae=154.563 test_rmse=204.405 tf=0.91 lr=0.00025
Epoch 46/400 train_mse_scaled=0.022264 val_mae=124.263 val_rmse=169.279 test_mae=151.367 test_rmse=198.759 tf=0.91 lr=0.00025
Epoch 47/400 train_mse_scaled=0.021514 val_mae=124.772 val_rmse=168.568 test_mae=150.013 test_rmse=195.753 tf=0.91 lr=0.00025
Epoch 48/400 train_mse_scaled=0.021949 val_mae=125.784 val_rmse=169.124 test_mae=156.737 test_rmse=204.402 tf=0.91 lr=0.00025
Epoch 49/400 train_mse_scaled=0.022688 val_mae=125.311 val_rmse=168.468 test_mae=151.699 test_rmse=198.122 tf=0.90 lr=0.000125
Epoch 50/400 train_mse_scaled=0.021114 val_mae=126.456 val_rmse=169.969 test_mae=152.952 test_rmse=199.260 tf=0.90 lr=0.000125
Epoch 51/400 train_mse_scaled=0.023196 val_mae=123.246 val_rmse=166.518 test_mae=149.417 test_rmse=195.797 tf=0.90 lr=0.000125
Epoch 52/400 train_mse_scaled=0.022951 val_mae=121.752 val_rmse=164.691 test_mae=154.481 test_rmse=200.543 tf=0.90 lr=0.000125
Epoch 53/400 train_mse_scaled=0.021694 val_mae=125.137 val_rmse=166.628 test_mae=153.224 test_rmse=197.878 tf=0.90 lr=0.000125
Epoch 54/400 train_mse_scaled=0.022955 val_mae=124.742 val_rmse=166.045 test_mae=149.404 test_rmse=193.915 tf=0.89 lr=0.000125
Epoch 55/400 train_mse_scaled=0.023795 val_mae=124.098 val_rmse=164.558 test_mae=148.254 test_rmse=191.492 tf=0.89 lr=0.000125
Epoch 56/400 train_mse_scaled=0.023169 val_mae=123.051 val_rmse=164.548 test_mae=147.164 test_rmse=190.828 tf=0.89 lr=0.000125
Epoch 57/400 train_mse_scaled=0.023533 val_mae=122.296 val_rmse=162.997 test_mae=144.360 test_rmse=186.960 tf=0.89 lr=0.000125
Epoch 58/400 train_mse_scaled=0.022499 val_mae=126.258 val_rmse=166.156 test_mae=149.420 test_rmse=191.757 tf=0.89 lr=0.000125
Epoch 59/400 train_mse_scaled=0.022266 val_mae=124.565 val_rmse=164.686 test_mae=147.020 test_rmse=189.737 tf=0.88 lr=0.000125
Epoch 60/400 train_mse_scaled=0.022820 val_mae=121.738 val_rmse=164.511 test_mae=148.117 test_rmse=193.373 tf=0.88 lr=0.000125
Epoch 61/400 train_mse_scaled=0.023037 val_mae=122.156 val_rmse=162.925 test_mae=146.833 test_rmse=190.672 tf=0.88 lr=0.000125
Epoch 62/400 train_mse_scaled=0.023560 val_mae=121.762 val_rmse=164.282 test_mae=145.859 test_rmse=191.259 tf=0.88 lr=0.000125
Epoch 63/400 train_mse_scaled=0.024160 val_mae=120.902 val_rmse=160.835 test_mae=141.920 test_rmse=185.426 tf=0.88 lr=0.000125
Epoch 64/400 train_mse_scaled=0.022905 val_mae=125.363 val_rmse=165.769 test_mae=151.030 test_rmse=194.862 tf=0.87 lr=0.000125
Epoch 65/400 train_mse_scaled=0.024933 val_mae=124.378 val_rmse=163.079 test_mae=145.655 test_rmse=187.269 tf=0.87 lr=0.000125
Epoch 66/400 train_mse_scaled=0.022905 val_mae=124.259 val_rmse=164.101 test_mae=147.320 test_rmse=190.757 tf=0.87 lr=0.000125
Epoch 67/400 train_mse_scaled=0.024532 val_mae=121.932 val_rmse=161.331 test_mae=143.475 test_rmse=186.438 tf=0.87 lr=0.000125
Epoch 68/400 train_mse_scaled=0.023171 val_mae=124.838 val_rmse=164.193 test_mae=146.980 test_rmse=189.142 tf=0.87 lr=6.25e-05
Epoch 69/400 train_mse_scaled=0.023965 val_mae=122.685 val_rmse=162.499 test_mae=145.336 test_rmse=188.482 tf=0.86 lr=6.25e-05
Epoch 70/400 train_mse_scaled=0.025495 val_mae=122.029 val_rmse=161.555 test_mae=144.955 test_rmse=187.677 tf=0.86 lr=6.25e-05
Epoch 71/400 train_mse_scaled=0.024922 val_mae=120.981 val_rmse=160.390 test_mae=141.849 test_rmse=185.211 tf=0.86 lr=6.25e-05
Epoch 72/400 train_mse_scaled=0.024224 val_mae=121.389 val_rmse=161.493 test_mae=142.894 test_rmse=186.636 tf=0.86 lr=6.25e-05
Epoch 73/400 train_mse_scaled=0.025314 val_mae=122.096 val_rmse=160.796 test_mae=141.209 test_rmse=183.266 tf=0.86 lr=6.25e-05
Epoch 74/400 train_mse_scaled=0.024364 val_mae=122.341 val_rmse=161.957 test_mae=145.076 test_rmse=187.820 tf=0.85 lr=6.25e-05
Epoch 75/400 train_mse_scaled=0.025383 val_mae=124.722 val_rmse=163.015 test_mae=143.156 test_rmse=184.916 tf=0.85 lr=6.25e-05
Epoch 76/400 train_mse_scaled=0.024245 val_mae=121.096 val_rmse=161.336 test_mae=144.286 test_rmse=187.826 tf=0.85 lr=3.125e-05
Epoch 77/400 train_mse_scaled=0.023546 val_mae=121.401 val_rmse=161.269 test_mae=143.533 test_rmse=186.967 tf=0.85 lr=3.125e-05
Epoch 78/400 train_mse_scaled=0.023372 val_mae=121.779 val_rmse=162.783 test_mae=143.991 test_rmse=188.045 tf=0.85 lr=3.125e-05
Epoch 79/400 train_mse_scaled=0.024495 val_mae=122.558 val_rmse=162.032 test_mae=144.057 test_rmse=187.090 tf=0.84 lr=3.125e-05
Epoch 80/400 train_mse_scaled=0.025529 val_mae=122.253 val_rmse=161.905 test_mae=144.696 test_rmse=187.597 tf=0.84 lr=1.5625e-05
Epoch 81/400 train_mse_scaled=0.024987 val_mae=121.909 val_rmse=161.297 test_mae=143.150 test_rmse=186.128 tf=0.84 lr=1.5625e-05
Epoch 82/400 train_mse_scaled=0.024034 val_mae=121.347 val_rmse=161.191 test_mae=142.773 test_rmse=186.279 tf=0.84 lr=1.5625e-05
Epoch 83/400 train_mse_scaled=0.026307 val_mae=122.123 val_rmse=161.354 test_mae=142.656 test_rmse=185.324 tf=0.84 lr=1.5625e-05
Epoch 84/400 train_mse_scaled=0.026472 val_mae=120.590 val_rmse=160.916 test_mae=141.363 test_rmse=185.154 tf=0.83 lr=7.8125e-06
Epoch 85/400 train_mse_scaled=0.025586 val_mae=121.405 val_rmse=161.015 test_mae=142.683 test_rmse=185.752 tf=0.83 lr=7.8125e-06
Epoch 86/400 train_mse_scaled=0.025775 val_mae=121.984 val_rmse=160.972 test_mae=141.927 test_rmse=184.335 tf=0.83 lr=7.8125e-06
Epoch 87/400 train_mse_scaled=0.023867 val_mae=121.548 val_rmse=160.875 test_mae=141.980 test_rmse=184.863 tf=0.83 lr=7.8125e-06
Epoch 88/400 train_mse_scaled=0.027092 val_mae=121.652 val_rmse=160.996 test_mae=141.902 test_rmse=184.939 tf=0.83 lr=3.90625e-06
Epoch 89/400 train_mse_scaled=0.025879 val_mae=121.298 val_rmse=161.046 test_mae=141.872 test_rmse=185.280 tf=0.82 lr=3.90625e-06
Epoch 90/400 train_mse_scaled=0.027145 val_mae=121.013 val_rmse=160.616 test_mae=141.696 test_rmse=184.972 tf=0.82 lr=3.90625e-06
Epoch 91/400 train_mse_scaled=0.027975 val_mae=121.059 val_rmse=160.361 test_mae=141.332 test_rmse=184.271 tf=0.82 lr=3.90625e-06
Epoch 92/400 train_mse_scaled=0.026740 val_mae=120.784 val_rmse=160.426 test_mae=141.283 test_rmse=184.541 tf=0.82 lr=3.90625e-06
Epoch 93/400 train_mse_scaled=0.027755 val_mae=120.699 val_rmse=160.416 test_mae=141.051 test_rmse=184.488 tf=0.82 lr=3.90625e-06
Epoch 94/400 train_mse_scaled=0.025831 val_mae=120.752 val_rmse=160.583 test_mae=141.219 test_rmse=184.746 tf=0.81 lr=3.90625e-06
Epoch 95/400 train_mse_scaled=0.026644 val_mae=120.259 val_rmse=160.238 test_mae=141.224 test_rmse=184.819 tf=0.81 lr=3.90625e-06
Epoch 96/400 train_mse_scaled=0.025954 val_mae=120.389 val_rmse=160.399 test_mae=140.739 test_rmse=184.501 tf=0.81 lr=3.90625e-06
Epoch 97/400 train_mse_scaled=0.028982 val_mae=120.740 val_rmse=160.155 test_mae=141.205 test_rmse=184.317 tf=0.81 lr=3.90625e-06
Epoch 98/400 train_mse_scaled=0.027764 val_mae=120.432 val_rmse=160.224 test_mae=140.869 test_rmse=184.276 tf=0.81 lr=3.90625e-06
Epoch 99/400 train_mse_scaled=0.028105 val_mae=120.329 val_rmse=160.013 test_mae=140.865 test_rmse=184.139 tf=0.80 lr=3.90625e-06
Epoch 100/400 train_mse_scaled=0.027829 val_mae=119.492 val_rmse=159.326 test_mae=140.254 test_rmse=183.750 tf=0.80 lr=3.90625e-06
Epoch 101/400 train_mse_scaled=0.025459 val_mae=120.222 val_rmse=159.912 test_mae=140.729 test_rmse=184.220 tf=0.80 lr=3.90625e-06
Epoch 102/400 train_mse_scaled=0.027499 val_mae=119.798 val_rmse=159.254 test_mae=140.530 test_rmse=183.783 tf=0.80 lr=3.90625e-06
Epoch 103/400 train_mse_scaled=0.027416 val_mae=120.721 val_rmse=160.117 test_mae=141.036 test_rmse=184.162 tf=0.79 lr=3.90625e-06
Epoch 104/400 train_mse_scaled=0.028252 val_mae=119.493 val_rmse=159.475 test_mae=140.074 test_rmse=183.782 tf=0.79 lr=3.90625e-06
Epoch 105/400 train_mse_scaled=0.028654 val_mae=119.804 val_rmse=159.240 test_mae=139.999 test_rmse=183.245 tf=0.79 lr=3.90625e-06
Epoch 106/400 train_mse_scaled=0.029283 val_mae=119.696 val_rmse=159.319 test_mae=139.284 test_rmse=182.673 tf=0.79 lr=3.90625e-06
Epoch 107/400 train_mse_scaled=0.028327 val_mae=119.359 val_rmse=159.157 test_mae=139.322 test_rmse=182.882 tf=0.79 lr=1.95313e-06
Epoch 108/400 train_mse_scaled=0.029343 val_mae=119.583 val_rmse=159.182 test_mae=139.260 test_rmse=182.659 tf=0.78 lr=1.95313e-06
Epoch 109/400 train_mse_scaled=0.030235 val_mae=119.513 val_rmse=159.216 test_mae=138.951 test_rmse=182.461 tf=0.78 lr=1.95313e-06
Epoch 110/400 train_mse_scaled=0.028486 val_mae=119.466 val_rmse=159.086 test_mae=139.148 test_rmse=182.576 tf=0.78 lr=1.95313e-06
Epoch 111/400 train_mse_scaled=0.029964 val_mae=119.366 val_rmse=158.900 test_mae=138.935 test_rmse=182.238 tf=0.78 lr=1.95313e-06
Epoch 112/400 train_mse_scaled=0.028357 val_mae=119.313 val_rmse=159.039 test_mae=138.915 test_rmse=182.470 tf=0.78 lr=1.95313e-06
Epoch 113/400 train_mse_scaled=0.028842 val_mae=119.353 val_rmse=159.074 test_mae=138.963 test_rmse=182.502 tf=0.77 lr=1.95313e-06
Epoch 114/400 train_mse_scaled=0.029252 val_mae=119.155 val_rmse=158.883 test_mae=138.793 test_rmse=182.334 tf=0.77 lr=1.95313e-06
Epoch 115/400 train_mse_scaled=0.029860 val_mae=119.363 val_rmse=158.920 test_mae=138.717 test_rmse=182.121 tf=0.77 lr=1.95313e-06
Epoch 116/400 train_mse_scaled=0.029310 val_mae=118.997 val_rmse=158.726 test_mae=138.525 test_rmse=182.082 tf=0.77 lr=1.95313e-06
Epoch 117/400 train_mse_scaled=0.029435 val_mae=118.937 val_rmse=158.659 test_mae=138.482 test_rmse=182.056 tf=0.77 lr=1.95313e-06
Epoch 118/400 train_mse_scaled=0.030779 val_mae=119.192 val_rmse=158.671 test_mae=138.458 test_rmse=181.798 tf=0.76 lr=1.95313e-06
Epoch 119/400 train_mse_scaled=0.029215 val_mae=118.792 val_rmse=158.676 test_mae=138.175 test_rmse=181.918 tf=0.76 lr=1.95313e-06
Epoch 120/400 train_mse_scaled=0.030505 val_mae=119.146 val_rmse=158.749 test_mae=138.247 test_rmse=181.682 tf=0.76 lr=1.95313e-06
Epoch 121/400 train_mse_scaled=0.030935 val_mae=118.902 val_rmse=158.505 test_mae=138.154 test_rmse=181.573 tf=0.76 lr=1.95313e-06
Epoch 122/400 train_mse_scaled=0.030890 val_mae=118.820 val_rmse=158.539 test_mae=137.718 test_rmse=181.317 tf=0.76 lr=1.95313e-06
Epoch 123/400 train_mse_scaled=0.030098 val_mae=118.585 val_rmse=158.347 test_mae=137.688 test_rmse=181.349 tf=0.75 lr=1.95313e-06
Epoch 124/400 train_mse_scaled=0.030053 val_mae=118.699 val_rmse=158.374 test_mae=137.792 test_rmse=181.348 tf=0.75 lr=1.95313e-06
Epoch 125/400 train_mse_scaled=0.030637 val_mae=118.696 val_rmse=158.386 test_mae=137.660 test_rmse=181.212 tf=0.75 lr=1.95313e-06
Epoch 126/400 train_mse_scaled=0.030115 val_mae=118.454 val_rmse=158.424 test_mae=137.358 test_rmse=181.209 tf=0.75 lr=1.95313e-06
Epoch 127/400 train_mse_scaled=0.031434 val_mae=118.255 val_rmse=158.002 test_mae=137.527 test_rmse=181.161 tf=0.75 lr=1.95313e-06
Epoch 128/400 train_mse_scaled=0.030551 val_mae=118.376 val_rmse=158.046 test_mae=137.390 test_rmse=180.958 tf=0.74 lr=1.95313e-06
Epoch 129/400 train_mse_scaled=0.030781 val_mae=117.925 val_rmse=157.937 test_mae=137.193 test_rmse=181.091 tf=0.74 lr=1.95313e-06
Epoch 130/400 train_mse_scaled=0.031362 val_mae=118.222 val_rmse=157.986 test_mae=137.303 test_rmse=180.961 tf=0.74 lr=1.95313e-06
Epoch 131/400 train_mse_scaled=0.030424 val_mae=118.020 val_rmse=158.060 test_mae=137.138 test_rmse=181.104 tf=0.74 lr=1.95313e-06
Epoch 132/400 train_mse_scaled=0.031291 val_mae=118.029 val_rmse=157.782 test_mae=137.028 test_rmse=180.701 tf=0.74 lr=1.95313e-06
Epoch 133/400 train_mse_scaled=0.031031 val_mae=117.858 val_rmse=157.717 test_mae=136.927 test_rmse=180.719 tf=0.73 lr=1.95313e-06
Epoch 134/400 train_mse_scaled=0.032248 val_mae=118.108 val_rmse=157.793 test_mae=136.792 test_rmse=180.449 tf=0.73 lr=1.95313e-06
Epoch 135/400 train_mse_scaled=0.031560 val_mae=117.836 val_rmse=157.664 test_mae=136.795 test_rmse=180.633 tf=0.73 lr=1.95313e-06
Epoch 136/400 train_mse_scaled=0.032529 val_mae=118.037 val_rmse=157.752 test_mae=136.766 test_rmse=180.435 tf=0.73 lr=1.95313e-06
Epoch 137/400 train_mse_scaled=0.032445 val_mae=117.569 val_rmse=157.462 test_mae=136.503 test_rmse=180.366 tf=0.73 lr=1.95313e-06
Epoch 138/400 train_mse_scaled=0.032257 val_mae=117.570 val_rmse=157.592 test_mae=136.285 test_rmse=180.276 tf=0.72 lr=1.95313e-06
Epoch 139/400 train_mse_scaled=0.033425 val_mae=117.629 val_rmse=157.364 test_mae=136.221 test_rmse=179.949 tf=0.72 lr=1.95313e-06
Epoch 140/400 train_mse_scaled=0.033185 val_mae=117.610 val_rmse=157.218 test_mae=135.993 test_rmse=179.625 tf=0.72 lr=1.95313e-06
Epoch 141/400 train_mse_scaled=0.032196 val_mae=117.305 val_rmse=157.146 test_mae=135.813 test_rmse=179.696 tf=0.72 lr=1.95313e-06
Epoch 142/400 train_mse_scaled=0.032308 val_mae=117.052 val_rmse=156.961 test_mae=135.624 test_rmse=179.579 tf=0.72 lr=1.95313e-06
Epoch 143/400 train_mse_scaled=0.032156 val_mae=116.894 val_rmse=157.089 test_mae=135.761 test_rmse=179.984 tf=0.71 lr=1.95313e-06
Epoch 144/400 train_mse_scaled=0.032933 val_mae=117.178 val_rmse=157.167 test_mae=135.724 test_rmse=179.811 tf=0.71 lr=1.95313e-06
Epoch 145/400 train_mse_scaled=0.033860 val_mae=117.114 val_rmse=157.031 test_mae=135.483 test_rmse=179.525 tf=0.71 lr=1.95313e-06
Epoch 146/400 train_mse_scaled=0.033093 val_mae=117.135 val_rmse=156.904 test_mae=135.723 test_rmse=179.549 tf=0.71 lr=1.95313e-06
Epoch 147/400 train_mse_scaled=0.032315 val_mae=116.908 val_rmse=156.868 test_mae=135.482 test_rmse=179.484 tf=0.71 lr=1.95313e-06
Epoch 148/400 train_mse_scaled=0.034308 val_mae=117.278 val_rmse=156.959 test_mae=135.601 test_rmse=179.335 tf=0.70 lr=1.95313e-06
Epoch 149/400 train_mse_scaled=0.035001 val_mae=116.923 val_rmse=156.814 test_mae=135.269 test_rmse=179.201 tf=0.70 lr=1.95313e-06
Epoch 150/400 train_mse_scaled=0.033505 val_mae=116.557 val_rmse=156.541 test_mae=135.158 test_rmse=179.172 tf=0.70 lr=1.95313e-06
Epoch 151/400 train_mse_scaled=0.034896 val_mae=116.712 val_rmse=156.537 test_mae=135.161 test_rmse=178.975 tf=0.70 lr=1.95313e-06
Epoch 152/400 train_mse_scaled=0.034367 val_mae=116.492 val_rmse=156.442 test_mae=135.014 test_rmse=178.964 tf=0.70 lr=1.95313e-06
Epoch 153/400 train_mse_scaled=0.033860 val_mae=116.428 val_rmse=156.632 test_mae=134.812 test_rmse=179.039 tf=0.69 lr=1.95313e-06
Epoch 154/400 train_mse_scaled=0.034971 val_mae=116.659 val_rmse=156.421 test_mae=134.866 test_rmse=178.693 tf=0.69 lr=1.95313e-06
Epoch 155/400 train_mse_scaled=0.033092 val_mae=116.151 val_rmse=156.167 test_mae=134.454 test_rmse=178.587 tf=0.69 lr=1.95313e-06
Epoch 156/400 train_mse_scaled=0.032863 val_mae=116.271 val_rmse=156.389 test_mae=134.598 test_rmse=178.825 tf=0.69 lr=1.95313e-06
Epoch 157/400 train_mse_scaled=0.032239 val_mae=116.257 val_rmse=156.381 test_mae=134.575 test_rmse=178.807 tf=0.69 lr=1.95313e-06
Epoch 158/400 train_mse_scaled=0.032803 val_mae=116.190 val_rmse=156.446 test_mae=134.555 test_rmse=178.927 tf=0.68 lr=1.95313e-06
Epoch 159/400 train_mse_scaled=0.034516 val_mae=116.434 val_rmse=156.478 test_mae=134.735 test_rmse=178.921 tf=0.68 lr=1.95313e-06
Epoch 160/400 train_mse_scaled=0.034271 val_mae=116.182 val_rmse=156.234 test_mae=134.500 test_rmse=178.684 tf=0.68 lr=9.76563e-07
Epoch 161/400 train_mse_scaled=0.037395 val_mae=116.398 val_rmse=156.244 test_mae=134.438 test_rmse=178.428 tf=0.68 lr=9.76563e-07
